,total_lfr,top_10_stop_search_threshold,lfr_in_top_10,pct_lfr_in_top_10,top_20_stop_search_threshold,lfr_in_top_20,pct_lfr_in_top_20,lfr_rising,lfr_no_change,lfr_falling,pct_lfr_rising,pct_lfr_no_change,pct_lfr_falling,lsoas_highest_imd_decile,lsoas_top_3_imd_deciles,lfr_in_highest_imd,lfr_in_top_3_imd,pct_lfr_highest_imd,pct_lfr_top_3_imd
0,230.0,53.6,176.0,76.52,32.0,196.0,85.22,131.0,3.0,96.0,56.96,1.3,41.74,107,1606,14.0,148.0,6.09,64.35
